To learn about increasing the verbosity of the NGen log files please see http://go.microsoft.com/fwlink/?linkid=210113
08/21/2019 18:24:11.078 [16068]: Failed to load dependency Microsoft.SqlTools.Telemetry.Interop of assembly SqlWorkbench.Interfaces, Version=15.0.0.0, Culture=neutral, PublicKeyToken=89845dcd8080cc91 because of the following error : La definición del manifiesto del ensamblado no coincide con la referencia al ensamblado. (Excepción de HRESULT: 0x80131040)
08/21/2019 18:36:31.516 [17356]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\66728a294ed3d99132ac5154d175d4f9\Microsoft.VisualStudio.TextManager.Interop.8.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:31.810 [17356]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:31.827 [17356]: ngen returning 0x00000000
08/21/2019 18:36:31.853 [9712]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\6aea7eb04211f70dddcec82031322af3\Microsoft.VisualStudio.Tools.Office.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:32.140 [9712]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:32.156 [9712]: ngen returning 0x00000000
08/21/2019 18:36:32.183 [13980]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\6c2ae0a656efba24fa5361f5c3ad6316\Microsoft.VisualStudio.Tools.Applications.ServerDocument.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:32.471 [13980]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:32.487 [13980]: ngen returning 0x00000000
08/21/2019 18:36:32.514 [20000]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\6c7f9a952bdc1b10024b86d4b0638f5c\Microsoft.VisualStudio.Tools.Office.Contract.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:32.801 [20000]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:32.818 [20000]: ngen returning 0x00000000
08/21/2019 18:36:32.844 [2596]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\7287c5a135ebb95e4307aa4933707346\Microsoft.VisualStudio.ProjectAggregator.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:33.135 [2596]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:33.151 [2596]: ngen returning 0x00000000
08/21/2019 18:36:33.177 [19200]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\74e494fd1225ff6eb2ad4ae930965874\Microsoft.VisualStudio.VSHelp.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:33.463 [19200]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:33.480 [19200]: ngen returning 0x00000000
08/21/2019 18:36:33.507 [19676]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\8097b2807b176ac050bdef84f62c61cf\Microsoft.VisualStudio.Tools.Applications.HostAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:33.800 [19676]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:33.817 [19676]: ngen returning 0x00000000
08/21/2019 18:36:33.843 [17652]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\85b983bb7275b0d8b3b1b4b003641ed2\Microsoft.VisualStudio.OLE.Interop.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:34.129 [17652]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:34.146 [17652]: ngen returning 0x00000000
08/21/2019 18:36:34.172 [19216]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\8de1fd5020bc6468c7a0a9c2bebd0fbb\Microsoft.VisualStudio.Tools.Office.Outlook.HostAdapter.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:34.457 [19216]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:34.474 [19216]: ngen returning 0x00000000
08/21/2019 18:36:34.500 [16932]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\9079151e7dbd053f52ace3d20b6b7982\Microsoft.VisualStudio.Tools.Office.ContainerControl.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:34.862 [16932]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:34.880 [16932]: ngen returning 0x00000000
08/21/2019 18:36:34.910 [12764]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\92ec5049a165d07cb936d6ed83228398\Microsoft.VisualStudio.Designer.Interfaces.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:35.195 [12764]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:35.212 [12764]: ngen returning 0x00000000
08/21/2019 18:36:35.238 [8744]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\98e8627464a3a8dfa7d0f66bc8190246\Microsoft.VisualStudio.Tools.Applications.Runtime.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:35.523 [8744]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:35.539 [8744]: ngen returning 0x00000000
08/21/2019 18:36:35.566 [19572]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\9b89070141ea68b7414c9ae7b62980f3\Microsoft.VisualStudio.Tools.Applications.ProgrammingModel.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:35.856 [19572]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:35.873 [19572]: ngen returning 0x00000000
08/21/2019 18:36:35.900 [15192]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\9ee2adb2130584353354449177fda1f6\Microsoft.VisualStudio.Shell.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:36.186 [15192]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:36.203 [15192]: ngen returning 0x00000000
08/21/2019 18:36:36.229 [17464]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\a4df25701286efa8744f2b24904cd447\Microsoft.VisualStudio.Configuration.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:36.516 [17464]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:36.533 [17464]: ngen returning 0x00000000
08/21/2019 18:36:36.559 [16592]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\a6b196883f779f1d84cc68f5b77038e6\Microsoft.VisualStudio.Tools.Office.Word.HostAdapter.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:36.848 [16592]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:36.864 [16592]: ngen returning 0x00000000
08/21/2019 18:36:36.891 [16964]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\b349f097646d9af86848944456a1df85\Microsoft.VisualStudio.Tools.Applications.ServerDocument.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:37.177 [16964]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:37.194 [16964]: ngen returning 0x00000000
08/21/2019 18:36:37.220 [20280]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\b39c7b5b00192ceeb95017def5f193fa\Microsoft.VisualStudio.Tools.Office.Excel.AddInProxy.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:37.508 [20280]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:37.525 [20280]: ngen returning 0x00000000
08/21/2019 18:36:37.552 [16684]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\c0cc839fd8348d6bbb6114add8af7ed6\Microsoft.VisualStudio.Tools.Applications.AddInAdapter.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:37.843 [16684]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:37.859 [16684]: ngen returning 0x00000000
08/21/2019 18:36:37.885 [17548]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\c1d8bd97e98c8a3cc6a10d84e372311f\Microsoft.VisualStudio.Tools.Office.Runtime.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:38.173 [17548]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:38.189 [17548]: ngen returning 0x00000000
08/21/2019 18:36:38.216 [18408]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\d1690af526cb494f53583fff21cf62fe\Microsoft.VisualStudio.Tools.Office.Word.AddInProxy.v9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:38.503 [18408]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:38.519 [18408]: ngen returning 0x00000000
08/21/2019 18:36:38.548 [20052]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\d16979882990d27d1a36b41cd0021d48\Microsoft.VisualStudio.Tools.Office.Excel.HostAdapter.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:38.840 [20052]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:38.856 [20052]: ngen returning 0x00000000
08/21/2019 18:36:38.883 [10964]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\d8918f2acada395ad64e00c77c626785\Microsoft.VisualStudio.DataTools.Interop.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:39.170 [10964]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:39.187 [10964]: ngen returning 0x00000000
08/21/2019 18:36:39.213 [2972]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\e05207321737d09b622a9420ec63fd68\Microsoft.VisualStudio.Modeling.Sdk.Diagrams.GraphObject.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:39.501 [2972]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:39.517 [2972]: ngen returning 0x00000000
08/21/2019 18:36:39.544 [7264]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\e221ee447ca3570c6754bd1429fc7a2c\Microsoft.VisualStudio.Xaml.LanguageService.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:39.837 [7264]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:39.853 [7264]: ngen returning 0x00000000
08/21/2019 18:36:39.880 [18228]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\e28b32be62dd469fdc8e8496aee39a7d\Microsoft.VisualStudio.Modeling.Sdk.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:40.167 [18228]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:40.184 [18228]: ngen returning 0x00000000
08/21/2019 18:36:40.211 [15704]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\e40ac4537df997bd416fbfb93f970b98\Microsoft.VisualStudio.Tools.Applications.Contract.v10.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:40.497 [15704]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:40.514 [15704]: ngen returning 0x00000000
08/21/2019 18:36:40.540 [17700]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\e4b093a45b6edf8df09e478005acda6d\Microsoft.VisualStudio.Shell.Interop.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:40.833 [17700]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:40.850 [17700]: ngen returning 0x00000000
08/21/2019 18:36:40.876 [9212]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\f183c45a93489541ec7c72b7b776755a\Microsoft.VisualStudio.Shell.9.0.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:41.163 [9212]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:41.179 [9212]: ngen returning 0x00000000
08/21/2019 18:36:41.205 [10008]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\f34823618b430e5c90d25be33f02fea9\Microsoft.VisualStudio.VSHelp80.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:41.490 [10008]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:41.507 [10008]: ngen returning 0x00000000
08/21/2019 18:36:41.535 [7600]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\f484f093294a1e2c05c467b3676d25c6\Microsoft.VisualStudio.TextTemplating.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:41.847 [7600]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:41.864 [7600]: ngen returning 0x00000000
08/21/2019 18:36:41.890 [952]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.VisualStu#\fbf896cb1fd51d3a984f2be10c827375\Microsoft.VisualStudio.Shell.Design.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:42.177 [952]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:42.194 [952]: ngen returning 0x00000000
08/21/2019 18:36:42.221 [17184]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Vsa\c111d404aee4f8ff8b5be7ad9dc4d4d2\Microsoft.Vsa.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:42.508 [17184]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:42.525 [17184]: ngen returning 0x00000000
08/21/2019 18:36:42.553 [16680]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\1a571d8c2e9fd341cda552e0935662a8\Microsoft.Windows.Design.Markup.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:42.855 [16680]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:42.885 [16680]: ngen returning 0x00000000
08/21/2019 18:36:42.915 [17180]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\4eef695c05f94ca5cf1605820c7ac3ab\Microsoft.Windows.Design.Host.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:43.228 [17180]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:43.247 [17180]: ngen returning 0x00000000
08/21/2019 18:36:43.278 [7668]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\7013ac79b4c9cc6989937b31dc075dcc\Microsoft.Windows.Design.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:43.587 [7668]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:43.604 [7668]: ngen returning 0x00000000
08/21/2019 18:36:43.630 [7184]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\804f798d5993540706f3d5a7084cc5b1\Microsoft.Windows.Design.Interaction.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:43.926 [7184]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:43.943 [7184]: ngen returning 0x00000000
08/21/2019 18:36:43.969 [3180]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\ab7a61cb0e9f76faca48b90dd0c3e948\Microsoft.Windows.Design.Extensibility.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:44.258 [3180]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:44.274 [3180]: ngen returning 0x00000000
08/21/2019 18:36:44.301 [13632]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.Windows.D#\d43650650dad2e87e34b58d4fa6dc7f5\Microsoft.Windows.Design.Developer.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:44.589 [13632]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:44.606 [13632]: ngen returning 0x00000000
08/21/2019 18:36:44.632 [10344]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.WSMan.Man#\572ca9e4f618bfc51c07a4cbb789cd68\Microsoft.WSMan.Management.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:44.924 [10344]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:44.941 [10344]: ngen returning 0x00000000
08/21/2019 18:36:44.967 [16892]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\Microsoft.WSMan.Run#\be5a29d16ecb5d25f7e9b26a82751086\Microsoft.WSMan.Runtime.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:45.255 [16892]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:45.272 [16892]: ngen returning 0x00000000
08/21/2019 18:36:45.298 [20184]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\mscorlib\9a527036d9fcaab3342397b139cb837b\mscorlib.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:45.584 [20184]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:45.600 [20184]: ngen returning 0x00000000
08/21/2019 18:36:45.627 [19692]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\msddslmp\cfa613454347093cc161e83760897b57\msddslmp.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:45.982 [19692]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:45.999 [19692]: ngen returning 0x00000000
08/21/2019 18:36:46.025 [16924]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\msddsp\322ffc1d84d59a1fd736ad914a35fc6a\msddsp.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:46.311 [16924]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:46.328 [16924]: ngen returning 0x00000000
08/21/2019 18:36:46.354 [16728]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\NetShareEnum\c0b25bb30ae5f90839eb60275fc56e1c\NetShareEnum.ni.dll /noroot /LegacyServiceBehavior 
08/21/2019 18:36:46.643 [16728]: Native image used by one or more roots, cannot be uninstalled
08/21/2019 18:36:46.659 [16728]: ngen returning 0x00000000
08/21/2019 18:36:46.685 [17268]: Command line: C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe uninstall C:\WINDOWS\assembly\NativeImages_v2.0.50727_32\ObjectExplorer\54bcd61b999567d81f7eb5807ae5f70e\ObjectExplorer.ni.dll /noroot /LegacyServiceBehavior 
